league,method,time_index,regulation_fraction,bin_id,n_games,mean_forecast,observed_rate,gap,bin_lower,bin_upper
nfl,locf,2,0.1,3,185,0.41056162162162146,0.4,-0.010561621621621614,0.376,0.447
nfl,locf,4,0.2,6,185,0.5907475675675671,0.5891891891891892,-0.0015583783783783749,0.5594,0.6249
nfl,locf,6,0.30000000000000004,4,186,0.45311236559139767,0.4032258064516129,-0.049886559139784965,0.4119999999999999,0.4888
nfl,locf,7,0.35000000000000003,3,186,0.3560134408602149,0.3279569892473118,-0.02805645161290324,0.31200000000000006,0.401
nfl,locf,8,0.4,3,183,0.3407639344262294,0.31693989071038253,-0.023824043715847,0.296,0.3928
nfl,locf,12,0.6000000000000001,4,185,0.386278918918919,0.34054054054054056,-0.04573837837837841,0.3244,0.451
nfl,locf,13,0.65,3,185,0.23527675675675677,0.2,-0.03527675675675673,0.17,0.2968
nfl,locf,14,0.7000000000000001,4,185,0.35597243243243243,0.372972972972973,0.01700054054054054,0.2755,0.4259
nfl,locf,15,0.75,4,185,0.3315994594594599,0.3027027027027027,-0.028896756756756733,0.2484,0.4149
nfl,locf,16,0.8,4,184,0.30832663043478237,0.28804347826086957,-0.020283152173913053,0.23,0.3925
nfl,locf,19,0.95,4,184,0.48626086956521736,0.5380434782608695,0.05178260869565217,0.3380000000000001,0.6267
nfl,linear,2,0.1,10,185,0.8633329158508672,0.8648648648648649,0.0015319490139976345,0.8106153846153846,0.9732105263157894
nfl,linear,4,0.2,10,185,0.8865381244642851,0.9081081081081082,0.021569983643823617,0.8338888888888889,0.9779259259259259
nfl,linear,5,0.25,10,185,0.9023010810810811,0.9135135135135135,0.011212432432432437,0.8537,0.9853
nfl,linear,6,0.30000000000000004,10,185,0.9146958836569059,0.9459459459459459,0.03125006228904046,0.8644000000000001,0.9899772727272728
nfl,linear,7,0.35000000000000003,10,185,0.9286591892350189,0.9405405405405406,0.011881351305521341,0.8809200000000003,0.993328947368421
nfl,linear,8,0.4,10,185,0.9368984381800385,0.9621621621621622,0.025263723982123815,0.8875384615384617,0.995
nfl,linear,9,0.45,10,185,0.9473863059345998,0.9621621621621622,0.014775856227562726,0.9043999999999999,0.996
nfl,linear,11,0.55,10,185,0.9751259326957655,0.9837837837837838,0.008657851088018049,0.9467272727272726,0.999
nfl,linear,12,0.6000000000000001,10,185,0.9814052706925743,1,0.01859472930742543,0.9603725490196078,0.9989
nfl,linear,14,0.7000000000000001,10,185,0.99249228729457,0.9945945945945946,0.002102307300024816,0.9772727272727273,0.999
nfl,linear,15,0.75,10,185,0.9960243243243238,0.9891891891891892,-0.006835135135135147,0.9861,0.999
nfl,linear,16,0.8,10,185,0.9978612628172995,1,0.002138737182699299,0.9921000000000001,0.999
nfl,linear,17,0.8500000000000001,10,186,0.9988961670744478,1,0.0011038329255499712,0.9978888888888888,0.999
nfl,linear,18,0.9,9,370,0.9971185309434275,1,0.002881469056574823,0.9864893617021275,0.999
nfl,locf,2,0.1,10,185,0.8658064864864872,0.8594594594594595,-0.006347027027027029,0.808,0.972
nfl,locf,5,0.25,10,185,0.9023010810810811,0.9135135135135135,0.011212432432432437,0.8537,0.9853
